model_name,run_id,cue_word,aura_positive_fraction,aura_negative_fraction,aura_net_valence,total_associations
compatible_dataset_MANX_LLM_MistralSmall4,02430809d4,physics,0.3333333333333333,0.3333333333333333,0.0,3
compatible_dataset_MANX_LLM_MistralSmall4,02430809d4,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,0259939cb7,mathematic,0.0,1.0,-1.0,2
compatible_dataset_MANX_LLM_MistralSmall4,0259939cb7,physics,0.0,0.6666666666666666,-0.6666666666666666,3
compatible_dataset_MANX_LLM_MistralSmall4,0259939cb7,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,025e149740,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,025e149740,physics,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,025e149740,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,0262a8feb9,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,0262a8feb9,physics,0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,0262a8feb9,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,02813a9a2c,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,02813a9a2c,physics,0.3333333333333333,0.0,0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,02813a9a2c,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,0293c5f80e,mathematic,0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,0293c5f80e,physics,0.6666666666666666,0.3333333333333333,0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,0293c5f80e,science,0.6666666666666666,0.3333333333333333,0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,029c4db4b8,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,029c4db4b8,physics,0.3333333333333333,0.3333333333333333,0.0,3
compatible_dataset_MANX_LLM_MistralSmall4,029c4db4b8,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,02a4e86a7d,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,02a4e86a7d,physics,0.3333333333333333,0.3333333333333333,0.0,3
compatible_dataset_MANX_LLM_MistralSmall4,02a4e86a7d,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,02b9dd350a,mathematic,0.0,1.0,-1.0,2
compatible_dataset_MANX_LLM_MistralSmall4,02b9dd350a,physics,0.0,0.5,-0.5,2
compatible_dataset_MANX_LLM_MistralSmall4,02b9dd350a,science,1.0,0.0,1.0,2
compatible_dataset_MANX_LLM_MistralSmall4,02e04e221f,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,02e04e221f,physics,0.3333333333333333,0.3333333333333333,0.0,3
compatible_dataset_MANX_LLM_MistralSmall4,02e04e221f,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,02f52f7327,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,02f52f7327,physics,0.0,0.3333333333333333,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,02f52f7327,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,030dfd2174,mathematic,0.0,1.0,-1.0,2
compatible_dataset_MANX_LLM_MistralSmall4,030dfd2174,physics,0.5,0.0,0.5,2
compatible_dataset_MANX_LLM_MistralSmall4,030dfd2174,science,0.5,0.5,0.0,2
compatible_dataset_MANX_LLM_MistralSmall4,0317b9f408,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,0317b9f408,physics,0.0,1.0,-1.0,2
compatible_dataset_MANX_LLM_MistralSmall4,0317b9f408,science,1.0,0.0,1.0,2
compatible_dataset_MANX_LLM_MistralSmall4,031fe96f9e,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,031fe96f9e,physics,0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,031fe96f9e,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,0330ca525b,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,0330ca525b,physics,0.3333333333333333,0.3333333333333333,0.0,3
compatible_dataset_MANX_LLM_MistralSmall4,0330ca525b,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,0388c93070,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,0388c93070,physics,0.3333333333333333,0.3333333333333333,0.0,3
compatible_dataset_MANX_LLM_MistralSmall4,0388c93070,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,03897d0448,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,03897d0448,physics,0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,03897d0448,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,039bc0088a,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,039bc0088a,physics,0.0,0.3333333333333333,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,039bc0088a,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,03a705d4a8,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,03a705d4a8,physics,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,03a705d4a8,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,03ab5dfdc0,mathematic,0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,03ab5dfdc0,physics,0.0,0.5,-0.5,2
compatible_dataset_MANX_LLM_MistralSmall4,03ab5dfdc0,science,1.0,0.0,1.0,2
compatible_dataset_MANX_LLM_MistralSmall4,03be7cb397,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,03be7cb397,physics,0.3333333333333333,0.3333333333333333,0.0,3
compatible_dataset_MANX_LLM_MistralSmall4,03be7cb397,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,03d1dca824,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,03d1dca824,physics,0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,03d1dca824,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,042ea153f3,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,042ea153f3,physics,0.0,0.3333333333333333,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,042ea153f3,science,0.6666666666666666,0.3333333333333333,0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,04320abd64,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,04320abd64,physics,0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,04320abd64,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,043ea7bf3f,mathematic,0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,043ea7bf3f,physics,0.6666666666666666,0.3333333333333333,0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,043ea7bf3f,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,044554d7f1,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,044554d7f1,physics,0.0,0.5,-0.5,2
compatible_dataset_MANX_LLM_MistralSmall4,044554d7f1,science,0.6666666666666666,0.3333333333333333,0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,047ab3fa63,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,047ab3fa63,physics,0.0,0.3333333333333333,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,047ab3fa63,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,04ae32adde,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,04ae32adde,physics,0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,04ae32adde,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,04f1e2bb61,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,04f1e2bb61,physics,0.5,0.5,0.0,2
compatible_dataset_MANX_LLM_MistralSmall4,04f1e2bb61,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,04fb9b007f,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,04fb9b007f,physics,0.6666666666666666,0.3333333333333333,0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,04fb9b007f,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,051de24b85,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,051de24b85,physics,0.5,0.5,0.0,2
compatible_dataset_MANX_LLM_MistralSmall4,051de24b85,science,0.6666666666666666,0.3333333333333333,0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,0537fdeda3,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,0537fdeda3,physics,0.3333333333333333,0.3333333333333333,0.0,3
compatible_dataset_MANX_LLM_MistralSmall4,0537fdeda3,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,054da8f2e7,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,054da8f2e7,physics,0.3333333333333333,0.3333333333333333,0.0,3
compatible_dataset_MANX_LLM_MistralSmall4,054da8f2e7,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,055b286af6,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,055b286af6,physics,0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,055b286af6,science,0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,0596f1f3cb,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,0596f1f3cb,physics,0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,0596f1f3cb,science,1.0,0.0,1.0,2
compatible_dataset_MANX_LLM_MistralSmall4,05d2f0a547,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,05d2f0a547,physics,0.3333333333333333,0.3333333333333333,0.0,3
compatible_dataset_MANX_LLM_MistralSmall4,05d2f0a547,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,05d4590957,mathematic,0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,05d4590957,physics,0.0,0.5,-0.5,2
compatible_dataset_MANX_LLM_MistralSmall4,05d4590957,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,05f0d3f140,mathematic,0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,05f0d3f140,physics,0.0,0.6666666666666666,-0.6666666666666666,3
compatible_dataset_MANX_LLM_MistralSmall4,05f0d3f140,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,060981b889,mathematic,0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,060981b889,physics,0.6666666666666666,0.3333333333333333,0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,060981b889,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,064ffa449f,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,064ffa449f,physics,0.0,0.5,-0.5,2
compatible_dataset_MANX_LLM_MistralSmall4,064ffa449f,science,1.0,0.0,1.0,2
compatible_dataset_MANX_LLM_MistralSmall4,066013f626,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,066013f626,physics,0.0,0.6666666666666666,-0.6666666666666666,3
compatible_dataset_MANX_LLM_MistralSmall4,066013f626,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,066571d8ae,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,066571d8ae,physics,0.0,0.6666666666666666,-0.6666666666666666,3
compatible_dataset_MANX_LLM_MistralSmall4,066571d8ae,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,066bfe9ae3,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,066bfe9ae3,physics,0.3333333333333333,0.3333333333333333,0.0,3
compatible_dataset_MANX_LLM_MistralSmall4,066bfe9ae3,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,067371e6ad,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,067371e6ad,physics,0.3333333333333333,0.3333333333333333,0.0,3
compatible_dataset_MANX_LLM_MistralSmall4,067371e6ad,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,067fded5f9,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,067fded5f9,physics,0.3333333333333333,0.3333333333333333,0.0,3
compatible_dataset_MANX_LLM_MistralSmall4,067fded5f9,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,06bbd5dc3d,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,06bbd5dc3d,physics,0.3333333333333333,0.3333333333333333,0.0,3
compatible_dataset_MANX_LLM_MistralSmall4,06bbd5dc3d,science,0.6666666666666666,0.3333333333333333,0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,06d596005f,mathematic,0.0,1.0,-1.0,2
compatible_dataset_MANX_LLM_MistralSmall4,06d596005f,physics,0.5,0.5,0.0,2
compatible_dataset_MANX_LLM_MistralSmall4,06d596005f,science,1.0,0.0,1.0,2
compatible_dataset_MANX_LLM_MistralSmall4,06f32019c4,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,06f32019c4,physics,0.6666666666666666,0.3333333333333333,0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,06f32019c4,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,0717e7f22f,mathematic,0.0,1.0,-1.0,2
compatible_dataset_MANX_LLM_MistralSmall4,0717e7f22f,physics,0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,0717e7f22f,science,1.0,0.0,1.0,2
compatible_dataset_MANX_LLM_MistralSmall4,0735f93d8a,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,0735f93d8a,physics,0.3333333333333333,0.3333333333333333,0.0,3
compatible_dataset_MANX_LLM_MistralSmall4,0735f93d8a,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,074f64dd52,mathematic,0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,074f64dd52,physics,0.3333333333333333,0.3333333333333333,0.0,3
compatible_dataset_MANX_LLM_MistralSmall4,074f64dd52,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,0760f547c6,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,0760f547c6,physics,0.0,0.3333333333333333,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,0760f547c6,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,0763f59eb5,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,0763f59eb5,physics,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,0763f59eb5,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,0779e1084f,mathematic,0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,0779e1084f,physics,0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,0779e1084f,science,1.0,0.0,1.0,2
compatible_dataset_MANX_LLM_MistralSmall4,077bdcded4,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,077bdcded4,physics,0.3333333333333333,0.0,0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,077bdcded4,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,07972d9968,mathematic,0.0,1.0,-1.0,2
compatible_dataset_MANX_LLM_MistralSmall4,07972d9968,physics,0.0,0.5,-0.5,2
compatible_dataset_MANX_LLM_MistralSmall4,07972d9968,science,1.0,0.0,1.0,2
compatible_dataset_MANX_LLM_MistralSmall4,07a9687138,mathematic,0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,07a9687138,physics,0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,07a9687138,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,07bcce70f2,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,07bcce70f2,physics,0.3333333333333333,0.3333333333333333,0.0,3
compatible_dataset_MANX_LLM_MistralSmall4,07bcce70f2,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,07c659ce7b,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,07c659ce7b,physics,0.0,0.6666666666666666,-0.6666666666666666,3
compatible_dataset_MANX_LLM_MistralSmall4,07c659ce7b,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,07c6e99934,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,07c6e99934,physics,0.0,0.6666666666666666,-0.6666666666666666,3
compatible_dataset_MANX_LLM_MistralSmall4,07c6e99934,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,07dcc02140,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,07dcc02140,physics,0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,07dcc02140,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,07e90ed9c9,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,07e90ed9c9,physics,0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,07e90ed9c9,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,0809f4d9b6,mathematic,0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,0809f4d9b6,physics,0.6666666666666666,0.3333333333333333,0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,0809f4d9b6,science,0.6666666666666666,0.3333333333333333,0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,080d7d364a,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,080d7d364a,physics,0.0,0.3333333333333333,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,080d7d364a,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,082ffbd323,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,082ffbd323,physics,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,082ffbd323,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,084d1c89fc,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,084d1c89fc,physics,0.0,0.3333333333333333,-0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,084d1c89fc,science,0.6666666666666666,0.3333333333333333,0.3333333333333333,3
compatible_dataset_MANX_LLM_MistralSmall4,088be2d74e,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,088be2d74e,physics,0.5,0.5,0.0,2
compatible_dataset_MANX_LLM_MistralSmall4,088be2d74e,science,1.0,0.0,1.0,2
compatible_dataset_MANX_LLM_MistralSmall4,08a7c9f607,mathematic,0.0,1.0,-1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,08a7c9f607,physics,0.3333333333333333,0.3333333333333333,0.0,3
compatible_dataset_MANX_LLM_MistralSmall4,08a7c9f607,science,1.0,0.0,1.0,3
compatible_dataset_MANX_LLM_MistralSmall4,0928bdc6cc,mathematic,0.0,1.0,-1.0,3
