cue_word,association_word,cue_valence,associated_valence,weight
algorithm,computation,1,1,4
algorithm,compute,-1,-1,5
algorithm,compute,-1,0,2
algorithm,compute,0,-1,10
algorithm,compute,0,0,13
algorithm,compute,1,-1,1
algorithm,compute,1,0,2
algorithm,compute,1,1,1
algorithm,computer,0,-1,2
algorithm,computer,0,0,1
algorithm,datum,-1,0,2
algorithm,datum,0,0,3
algorithm,efficiency,-1,0,1
algorithm,efficiency,0,0,1
algorithm,efficiency,0,1,2
algorithm,efficient,0,0,1
algorithm,efficient,0,1,1
algorithm,flow,0,1,1
algorithm,flowchart,1,1,1
algorithm,function,-1,0,1
algorithm,log,1,1,1
algorithm,logic,-1,-1,23
algorithm,logic,-1,0,145
algorithm,logic,-1,1,110
algorithm,logic,0,-1,50
algorithm,logic,0,0,288
algorithm,logic,0,1,579
algorithm,logic,1,-1,6
algorithm,logic,1,0,43
algorithm,logic,1,1,150
algorithm,logical,0,1,1
algorithm,math,-1,-1,4
algorithm,math,0,-1,1
algorithm,math,0,0,4
algorithm,math,0,1,1
algorithm,math,1,0,1
algorithm,maths,-1,1,2
algorithm,maths,0,0,1
algorithm,method,-1,-1,1
algorithm,method,-1,0,1
algorithm,method,0,1,1
algorithm,optimization,-1,-1,1
algorithm,optimization,-1,0,1
algorithm,optimization,0,-1,1
algorithm,optimization,0,0,7
algorithm,optimization,0,1,3
algorithm,optimization,1,-1,1
algorithm,optimization,1,0,2
algorithm,optimization,1,1,4
algorithm,optimize,0,-1,4
algorithm,optimize,0,0,22
algorithm,optimize,0,1,11
algorithm,optimize,1,0,2
algorithm,optimize,1,1,6
algorithm,order,-1,-1,2
algorithm,order,-1,1,1
algorithm,order,0,-1,3
algorithm,order,1,-1,5
algorithm,pattern,-1,-1,22
algorithm,pattern,-1,0,56
algorithm,pattern,-1,1,13
algorithm,pattern,0,-1,38
algorithm,pattern,0,0,239
algorithm,pattern,0,1,77
algorithm,pattern,1,-1,4
algorithm,pattern,1,0,34
algorithm,pattern,1,1,26
algorithm,precision,-1,0,1
algorithm,precision,0,-1,2
algorithm,precision,0,0,3
algorithm,precision,0,1,5
algorithm,precision,1,0,1
algorithm,precision,1,1,3
algorithm,predict,-1,1,1
algorithm,problem,0,-1,3
algorithm,problem,0,0,1
algorithm,problem,1,-1,1
algorithm,problem,1,0,1
algorithm,problem - solve,-1,0,1
algorithm,problem - solve,0,0,2
algorithm,problem - solve,0,1,1
algorithm,problem - solve,1,1,1
algorithm,process,-1,-1,30
algorithm,process,-1,0,67
algorithm,process,-1,1,11
algorithm,process,0,-1,60
algorithm,process,0,0,184
algorithm,process,0,1,32
algorithm,process,1,-1,6
algorithm,process,1,0,34
algorithm,process,1,1,10
algorithm,program,-1,0,4
algorithm,program,0,-1,3
algorithm,program,0,1,1
algorithm,program,1,0,2
algorithm,programming,-1,-1,2
algorithm,programming,-1,0,4
algorithm,programming,0,-1,6
algorithm,programming,0,0,1
algorithm,programming,0,1,1
algorithm,programming,1,-1,2
algorithm,rigid,0,-1,1
algorithm,routine,-1,-1,1
algorithm,routine,-1,0,1
algorithm,routine,0,-1,2
algorithm,routine,0,0,2
algorithm,routine,1,-1,1
algorithm,rule,-1,-1,29
algorithm,rule,-1,0,22
algorithm,rule,-1,1,1
algorithm,rule,0,-1,55
algorithm,rule,0,0,86
algorithm,rule,0,1,29
algorithm,rule,1,-1,7
algorithm,rule,1,0,20
algorithm,rule,1,1,12
algorithm,run,-1,-1,1
algorithm,run,0,0,1
algorithm,search,1,-1,1
algorithm,sequence,-1,-1,2
algorithm,sequence,-1,0,2
algorithm,sequence,0,-1,5
algorithm,sequence,0,0,20
algorithm,sequence,0,1,5
algorithm,sequence,1,-1,2
algorithm,sequence,1,0,3
algorithm,sequence,1,1,1
algorithm,solution,-1,0,1
algorithm,solution,0,-1,1
algorithm,solution,0,0,6
algorithm,solution,0,1,6
algorithm,solution,1,0,1
algorithm,solution,1,1,1
algorithm,solve,-1,0,1
algorithm,sort,0,-1,1
algorithm,sort,0,0,1
algorithm,step,-1,-1,30
algorithm,step,-1,0,28
algorithm,step,-1,1,2
algorithm,step,0,-1,122
algorithm,step,0,0,137
algorithm,step,0,1,31
algorithm,step,1,-1,15
algorithm,step,1,0,29
algorithm,step,1,1,12
algorithm,step - by - step,-1,0,5
algorithm,step - by - step,-1,1,1
algorithm,step - by - step,0,-1,7
algorithm,step - by - step,0,0,4
algorithm,step - by - step,0,1,2
algorithm,step - by - step,1,-1,4
algorithm,step - by - step,1,0,1
algorithm,structure,-1,-1,1
algorithm,structure,-1,0,5
algorithm,structure,-1,1,1
algorithm,structure,0,-1,6
algorithm,structure,0,0,22
algorithm,structure,0,1,6
algorithm,structure,1,-1,2
algorithm,structure,1,0,2
algorithm,structure,1,1,3
algorithm,system,-1,-1,3
algorithm,system,-1,0,9
algorithm,system,-1,1,1
algorithm,system,0,-1,5
algorithm,system,0,0,12
algorithm,system,0,1,2
algorithm,system,1,0,2
algorithm,system,1,1,1
algorithm,systematic,-1,0,1
anxiety,calm,-1,1,2
anxiety,calmness,-1,1,1
anxiety,doubt,-1,-1,1
anxiety,doubt,1,-1,1
anxiety,doubt,1,0,1
anxiety,exam,-1,-1,3
anxiety,exam,-1,0,2
anxiety,fear,-1,-1,684
anxiety,fear,-1,0,59
anxiety,fear,-1,1,2
anxiety,fear,0,-1,47
anxiety,fear,0,0,4
anxiety,fear,0,1,3
anxiety,fear,1,-1,23
anxiety,fear,1,0,20
anxiety,fear,1,1,14
anxiety,heart,-1,0,1
anxiety,nerve,-1,-1,31
anxiety,nerve,-1,0,2
anxiety,nerve,0,-1,4
anxiety,nerve,1,-1,2
anxiety,nerve,1,0,3
anxiety,nervous,-1,-1,481
anxiety,nervous,-1,0,34
anxiety,nervous,0,-1,14
anxiety,nervous,0,0,2
anxiety,nervous,1,-1,4
anxiety,nervous,1,0,20
anxiety,nervous,1,1,2
anxiety,nervousness,-1,-1,37
anxiety,nervousness,-1,0,2
anxiety,nervousness,-1,1,1
anxiety,nervousness,0,-1,4
anxiety,nervousness,1,-1,2
anxiety,nervousness,1,0,3
anxiety,overthink,-1,-1,2
anxiety,overthink,-1,0,1
anxiety,overthinke,-1,-1,7
anxiety,overthinke,-1,0,1
anxiety,overthinke,1,-1,1
anxiety,overthinke,1,0,1
anxiety,overthought,0,-1,2
anxiety,overthought,1,0,1
anxiety,overwhelm,-1,-1,1
anxiety,overwhelm,-1,0,1
anxiety,overwhelm,0,-1,4
anxiety,overwhelm,1,-1,1
anxiety,panic,-1,-1,71
anxiety,panic,-1,0,3
anxiety,panic,-1,1,1
anxiety,panic,0,-1,23
anxiety,panic,0,1,2
anxiety,panic,1,-1,11
anxiety,panic,1,0,1
anxiety,panic,1,1,1
anxiety,pressure,-1,-1,40
anxiety,pressure,-1,0,3
anxiety,pressure,0,-1,1
anxiety,pressure,1,-1,1
anxiety,pressure,1,0,2
anxiety,stress,-1,-1,1633
anxiety,stress,-1,0,25
anxiety,stress,0,-1,77
anxiety,stress,0,0,14
anxiety,stress,0,1,14
anxiety,stress,1,-1,14
anxiety,stress,1,0,49
anxiety,stress,1,1,47
anxiety,stressful,-1,-1,11
anxiety,stressful,0,-1,2
anxiety,stressful,1,-1,1
anxiety,tension,-1,-1,3
anxiety,tension,1,0,1
anxiety,test,-1,0,2
anxiety,thought,-1,-1,1
anxiety,worry,-1,-1,1282
anxiety,worry,-1,0,49
anxiety,worry,-1,1,9
anxiety,worry,0,-1,38
anxiety,worry,0,0,7
anxiety,worry,0,1,3
anxiety,worry,1,-1,24
anxiety,worry,1,0,36
anxiety,worry,1,1,28
art,aesthe,-1,-1,1
art,aesthe,0,-1,1
art,aesthe,0,0,2
art,aesthe,1,0,1
art,aesthetic,-1,0,3
art,aesthetic,0,-1,30
art,aesthetic,0,0,115
art,aesthetic,0,1,30
art,aesthetic,1,-1,25
art,aesthetic,1,0,226
art,aesthetic,1,1,118
art,beauty,-1,1,1
art,beauty,0,-1,1
art,beauty,0,0,2
art,beauty,0,1,3
art,beauty,1,-1,1
art,beauty,1,0,3
art,beauty,1,1,36
art,brush,1,0,1
art,brush,1,1,1
art,canvas,0,-1,6
art,canvas,0,0,20
art,canvas,0,1,2
art,canvas,1,-1,12
art,canvas,1,0,71
art,canvas,1,1,27
art,chaos,1,-1,1
art,color,-1,-1,2
art,color,-1,1,1
art,color,0,-1,15
art,color,0,0,61
art,color,0,1,12
art,color,1,-1,17
art,color,1,0,114
art,color,1,1,71
art,craft,0,-1,3
art,craft,0,0,8
art,craft,0,1,1
art,craft,1,0,15
art,craft,1,1,7
art,craftery,1,1,1
art,creat,-1,1,1
art,creat,0,0,1
art,creat,0,1,3
art,creat,1,0,3
art,creat,1,1,10
art,create,-1,1,1
art,create,0,0,3
art,create,0,1,11
art,create,1,0,11
art,create,1,1,17
art,creation,1,1,4
art,creative,-1,1,5
art,creative,0,-1,2
art,creative,0,0,10
art,creative,0,1,123
art,creative,1,0,27
art,creative,1,1,287
art,creativity,-1,-1,3
art,creativity,-1,0,6
art,creativity,-1,1,15
art,creativity,0,-1,4
art,creativity,0,0,12
art,creativity,0,1,307
art,creativity,1,-1,2
art,creativity,1,0,59
art,creativity,1,1,739
art,culture,-1,0,1
art,culture,0,-1,2
art,culture,0,0,6
art,culture,0,1,2
art,culture,1,-1,3
art,culture,1,0,11
art,culture,1,1,6
art,design,-1,0,2
art,design,0,-1,5
art,design,0,0,22
art,design,1,-1,10
art,design,1,0,36
art,design,1,1,20
art,draw,-1,1,1
art,draw,0,-1,15
art,draw,0,0,40
art,draw,0,1,30
art,draw,1,-1,9
art,draw,1,0,84
art,draw,1,1,75
art,elegance,0,0,1
art,express,0,0,1
art,express,0,1,1
art,express,1,1,4
art,expression,-1,-1,9
art,expression,-1,0,14
art,expression,-1,1,7
art,expression,0,-1,42
art,expression,0,0,276
art,expression,0,1,123
art,expression,1,-1,17
art,expression,1,0,451
art,expression,1,1,537
art,expressive,0,0,1
art,expressive,0,1,1
art,expressive,1,0,2
art,form,0,0,3
art,form,1,1,1
art,freedom,0,1,1
art,freedom,1,1,1
art,gallery,1,1,1
art,imagination,0,-1,1
art,imagination,0,0,4
art,imagination,0,1,8
art,imagination,1,-1,1
art,imagination,1,0,7
art,imagination,1,1,20
art,imaginative,1,1,1
art,imagine,-1,-1,1
art,imagine,0,0,3
art,imagine,0,1,1
art,imagine,1,0,1
art,imagine,1,1,2
art,impression,0,-1,1
art,impression,0,0,1
art,innovation,1,1,1
art,inspire,0,0,1
art,invention,0,-1,1
art,masterpiece,0,0,5
art,masterpiece,0,1,4
art,masterpiece,1,-1,2
art,masterpiece,1,0,8
art,masterpiece,1,1,12
art,mastery,0,-1,2
art,mastery,0,0,7
art,mastery,1,0,8
art,mastery,1,1,9
art,mean,0,0,1
art,mean,1,1,1
art,meaningful,0,0,1
art,mind,0,1,1
art,music,0,0,1
art,music,0,1,2
art,music,1,0,6
art,music,1,1,3
art,musician,0,0,1
art,paint,-1,-1,1
art,paint,0,-1,22
art,paint,0,0,34
art,paint,0,1,20
art,paint,1,-1,22
art,paint,1,0,101
art,paint,1,1,112
art,painting,1,1,4
art,sculpt,1,0,1
art,sculpture,0,0,1
art,sculpture,0,1,1
art,sculpture,1,-1,1
art,sculpture,1,0,5
art,sculpture,1,1,2
art,sketch,0,-1,2
art,sketch,0,0,1
art,sketch,1,-1,1
art,sketch,1,0,7
art,sketch,1,1,1
art,skill,0,0,1
art,skill,1,0,5
art,skill,1,1,1
art,skilled,0,0,1
art,soul,0,0,1
art,soul,1,1,1
art,thought,1,1,1
art,value,1,0,1
art,visual,-1,0,1
art,visual,0,-1,1
art,visual,0,0,1
art,visual,1,0,3
art,visual,1,1,2
art,work,0,-1,1
biology,alive,0,0,1
biology,cell,-1,-1,49
biology,cell,-1,0,37
biology,cell,-1,1,4
biology,cell,0,-1,296
biology,cell,0,0,555
biology,cell,0,1,81
biology,cell,1,-1,79
biology,cell,1,0,239
biology,cell,1,1,157
biology,complex,0,0,1
biology,disease,0,-1,1
biology,dna,0,0,1
biology,dna,1,0,2
biology,ecosystem,0,0,1
biology,ecosystem,1,0,1
biology,ecosystem,1,1,1
biology,evolution,-1,-1,3
biology,evolution,-1,0,2
biology,evolution,0,-1,18
biology,evolution,0,0,72
biology,evolution,0,1,3
biology,evolution,1,-1,9
biology,evolution,1,0,37
biology,evolution,1,1,13
biology,evolve,0,0,1
biology,gene,-1,0,1
biology,gene,0,-1,2
biology,gene,0,0,5
biology,gene,1,-1,3
biology,gene,1,0,1
biology,gene,1,1,2
biology,genetic,-1,0,1
biology,genetic,0,-1,4
biology,genetic,0,0,6
biology,genetic,1,-1,5
biology,genetic,1,0,3
biology,growth,0,0,2
biology,growth,1,0,1
biology,growth,1,1,2
biology,health,-1,0,1
biology,heredity,0,-1,1
biology,interest,0,0,1
biology,lab,-1,-1,1
biology,lab,0,-1,4
biology,lab,0,0,1
biology,lab,0,1,1
biology,lab,1,0,3
biology,lab,1,1,1
biology,life,-1,-1,27
biology,life,-1,0,74
biology,life,-1,1,45
biology,life,0,-1,158
biology,life,0,0,297
biology,life,0,1,752
biology,life,1,-1,22
biology,life,1,0,125
biology,life,1,1,420
biology,live,-1,0,1
biology,live,0,-1,1
biology,live,0,0,2
biology,live,0,1,2
biology,live,1,0,1
biology,live,1,1,3
biology,microbe,1,-1,1
biology,microbe,1,0,1
biology,natural,-1,-1,1
biology,natural,0,1,1
biology,nature,-1,-1,5
biology,nature,-1,0,17
biology,nature,-1,1,7
biology,nature,0,-1,15
biology,nature,0,0,149
biology,nature,0,1,50
biology,nature,1,-1,2
biology,nature,1,0,23
biology,nature,1,1,47
biology,organic,0,-1,2
biology,organic,0,0,3
biology,organic,1,-1,1
biology,organism,-1,-1,15
biology,organism,-1,0,21
biology,organism,-1,1,7
biology,organism,0,-1,84
biology,organism,0,0,148
biology,organism,0,1,34
biology,organism,1,-1,24
biology,organism,1,0,68
biology,organism,1,1,32
biology,science,-1,-1,6
biology,science,-1,0,23
biology,science,-1,1,13
biology,science,0,-1,41
biology,science,0,0,189
biology,science,0,1,179
biology,science,1,-1,9
biology,science,1,0,53
biology,science,1,1,144
biology,scientific,0,0,1
biology,scientific,1,0,2
biology,scientist,0,1,1
biology,scientist,1,1,1
biology,study,-1,-1,2
biology,study,-1,1,1
biology,study,0,-1,7
biology,study,0,0,20
biology,study,0,1,8
biology,study,1,-1,2
biology,study,1,0,4
biology,study,1,1,2
biology,system,0,0,1
blackboard,blank,0,-1,1
blackboard,blank,1,0,1
blackboard,board,-1,-1,204
blackboard,board,-1,0,73
blackboard,board,-1,1,8
blackboard,board,0,-1,160
blackboard,board,0,0,75
blackboard,board,0,1,41
blackboard,board,1,-1,5
blackboard,board,1,0,22
blackboard,board,1,1,8
blackboard,chalk,-1,-1,442
blackboard,chalk,-1,0,38
blackboard,chalk,-1,1,3
blackboard,chalk,0,-1,406
blackboard,chalk,0,0,54
blackboard,chalk,0,1,19
blackboard,chalk,1,-1,10
blackboard,chalk,1,0,18
blackboard,chalk,1,1,5
blackboard,class,-1,-1,3
blackboard,class,-1,0,10
blackboard,class,-1,1,1
blackboard,class,0,-1,1
blackboard,class,0,0,9
blackboard,class,0,1,3
blackboard,classroom,-1,-1,37
blackboard,classroom,-1,0,102
blackboard,classroom,-1,1,13
blackboard,classroom,0,-1,24
blackboard,classroom,0,0,88
blackboard,classroom,0,1,30
blackboard,classroom,1,-1,2
blackboard,classroom,1,0,5
blackboard,classroom,1,1,2
blackboard,collaboration,0,0,1
blackboard,collaborative,0,1,1
blackboard,datum,-1,0,1
blackboard,display,-1,-1,1
blackboard,display,-1,0,2
blackboard,display,0,0,3
blackboard,draw,-1,-1,4
blackboard,draw,-1,0,5
blackboard,draw,0,0,3
blackboard,draw,1,0,1
blackboard,drawing,0,0,1
blackboard,dry,-1,-1,22
blackboard,dry,0,-1,18
blackboard,dry,1,-1,1
blackboard,dry,1,0,1
blackboard,dry - erase,-1,-1,19
blackboard,dry - erase,-1,0,5
blackboard,dry - erase,0,-1,15
blackboard,dry - erase,0,0,10
blackboard,dry - erase,0,1,1
blackboard,dry - erase,1,-1,1
blackboard,dry erase,-1,-1,2
blackboard,dry erase,0,-1,3
blackboard,dry erase,1,0,1
blackboard,dryer,-1,-1,3
blackboard,dryer,0,-1,1
blackboard,drywall,-1,-1,16
blackboard,drywall,-1,0,1
blackboard,drywall,0,-1,6
blackboard,drywall,0,0,1
blackboard,drywall,1,-1,1
blackboard,dust,0,-1,1
blackboard,education,-1,0,1
blackboard,education,-1,1,5
blackboard,education,0,-1,1
blackboard,education,0,0,5
blackboard,education,0,1,16
blackboard,education,1,1,2
blackboard,empty,0,-1,1
blackboard,empty,0,0,1
blackboard,equation,-1,-1,3
blackboard,equation,-1,0,10
blackboard,equation,-1,1,3
blackboard,equation,0,-1,4
blackboard,equation,0,0,10
blackboard,equation,0,1,4
blackboard,equation,1,-1,1
blackboard,eraser,0,-1,3
blackboard,erasure,-1,-1,1
blackboard,erasure,0,-1,1
blackboard,explanation,0,0,1
blackboard,front,-1,-1,1
blackboard,idea,-1,0,1
blackboard,idea,-1,1,2
blackboard,idea,0,-1,1
blackboard,idea,0,0,2
blackboard,idea,0,1,9
blackboard,idea,1,1,1
blackboard,knowledge,-1,0,3
blackboard,knowledge,-1,1,5
blackboard,knowledge,0,1,12
blackboard,knowledge,1,1,1
blackboard,lab,-1,0,2
blackboard,learn,-1,-1,1
blackboard,learn,-1,0,22
blackboard,learn,-1,1,28
blackboard,learn,0,-1,2
blackboard,learn,0,0,28
blackboard,learn,0,1,59
blackboard,learn,1,-1,1
blackboard,learn,1,0,4
blackboard,learn,1,1,13
blackboard,lecture,-1,-1,26
blackboard,lecture,-1,0,72
blackboard,lecture,-1,1,3
blackboard,lecture,0,-1,28
blackboard,lecture,0,0,69
blackboard,lecture,0,1,18
blackboard,lecture,1,0,4
blackboard,lecture,1,1,3
blackboard,lesson,-1,-1,14
blackboard,lesson,-1,0,49
blackboard,lesson,-1,1,14
blackboard,lesson,0,-1,12
blackboard,lesson,0,0,33
blackboard,lesson,0,1,48
blackboard,lesson,1,-1,1
blackboard,lesson,1,0,4
blackboard,lesson,1,1,2
blackboard,mark,-1,-1,2
blackboard,marker,0,0,1
blackboard,marking,-1,0,1
blackboard,marking,0,-1,1
blackboard,math,-1,-1,2
blackboard,math,-1,0,7
blackboard,math,-1,1,2
blackboard,math,0,-1,1
blackboard,math,0,0,4
blackboard,math,0,1,4
blackboard,math,1,0,1
blackboard,math,1,1,1
blackboard,maths,-1,1,1
blackboard,maths,0,0,3
blackboard,maths,0,1,3
blackboard,memory,-1,0,1
blackboard,notation,-1,-1,1
blackboard,notation,-1,0,1
blackboard,notation,0,-1,1
blackboard,notation,0,0,2
blackboard,note,-1,-1,134
blackboard,note,-1,0,291
blackboard,note,-1,1,19
blackboard,note,0,-1,85
blackboard,note,0,0,246
blackboard,note,0,1,109
blackboard,note,1,-1,4
blackboard,note,1,0,11
blackboard,note,1,1,10
blackboard,notebook,-1,-1,2
blackboard,notebook,0,-1,1
blackboard,notebook,0,0,2
blackboard,notebook,1,0,1
blackboard,paper,-1,0,1
blackboard,paper,0,-1,1
blackboard,post - it,-1,0,1
blackboard,public,0,-1,2
blackboard,share,-1,0,3
blackboard,share,0,0,1
blackboard,teach,-1,-1,28
blackboard,teach,-1,0,187
blackboard,teach,-1,1,82
blackboard,teach,0,-1,29
blackboard,teach,0,0,119
blackboard,teach,0,1,176
blackboard,teach,1,-1,6
blackboard,teach,1,0,6
blackboard,teach,1,1,29
blackboard,teacher,-1,-1,9
blackboard,teacher,-1,0,15
blackboard,teacher,-1,1,3
blackboard,teacher,0,-1,3
blackboard,teacher,0,0,3
blackboard,teacher,0,1,2
blackboard,teacher,1,-1,1
blackboard,teacher,1,1,2
blackboard,theory,-1,0,2
blackboard,white,-1,-1,16
blackboard,white,-1,0,3
blackboard,white,-1,1,1
blackboard,white,0,-1,9
blackboard,white,0,0,2
blackboard,white,0,1,12
blackboard,white,1,0,1
blackboard,white,1,1,1
blackboard,whiteboard,-1,-1,36
blackboard,whiteboard,-1,0,11
blackboard,whiteboard,-1,1,2
blackboard,whiteboard,0,-1,18
blackboard,whiteboard,0,0,20
blackboard,whiteboard,0,1,6
blackboard,whiteboard,1,0,2
blackboard,whiteboard,1,1,3
blackboard,write,-1,-1,165
blackboard,write,-1,0,121
blackboard,write,-1,1,16
blackboard,write,0,-1,123
blackboard,write,0,0,81
blackboard,write,0,1,39
blackboard,write,1,-1,4
blackboard,write,1,0,11
blackboard,write,1,1,1
career,achievement,0,1,2
career,advance,-1,0,1
career,advance,0,-1,1
career,advancement,0,1,1
career,ambition,-1,-1,2
career,ambition,-1,0,9
career,ambition,-1,1,3
career,ambition,0,-1,15
career,ambition,0,0,43
career,ambition,0,1,26
career,ambition,1,-1,1
career,ambition,1,0,8
career,ambition,1,1,14
career,boredom,0,-1,1
career,burnout,0,-1,2
career,career - path,0,-1,1
career,career path,-1,0,1
career,career path,0,0,1
